OTU ID		DF_5_6	HN_4_5	DF_2_5	HN_4_4	DF_4_2	HN_2_3	DF_1_1	LN_7_3	LN_2_2	DF_5_1	HN_3_5	HN_4_6	HN_1_3	HN_3_4	DF_7_5	LN_6_3	HN_1_2	LN_3_4	DF_1_5	LN_6_2	LN_3_1	HN_3_3	HN_6_8	DF_2_1	DF_4_8	HN_6_4	HN_5_3	HN_1_4	LN_1_2	DF_7_1	LN_3_6	LN_5_3	HN_1_7	HN_3_7	DF_4_4	HN_5_5	LN_2_1	LN_5_6	HN_5_2	DF_5_2	DF_6_6	LN_7_2	HN_2_2	DF_7_4	DF_3_6	HN_1_5	LN_5_5	DF_7_8	DF_6_7	LN_2_4	DF_2_7	HN_3_2	HN_4_7	DF_4_5	DF_1_4	DF_5_5	LN_5_7	DF_3_2	DF_5_8	DF_3_1	HN_2_4	DF_2_8	DF_4_3	DF_3_4	DF_6_3	DF_7_6	DF_4_6	DF_6_2	HN_3_6	HN_1_8	DF_2_4	HN_6_3	DF_6_5	LN_5_1	HN_4_1	DF_6_1	LN_1_3	LN_5_4	DF_7_7	DF_5_4	DF_3_8	DF_1_7	HN_1_1	LN_6_4	DF_5_7	DF_7_2	LN_2_3	DF_6_4	DF_1_3	HN_5_6	DF_4_1	HN_4_8	DF_2_3	DF_3_7	DF_6_8	DF_4_7	LN_5_8	HN_5_8	HN_5_4	DF_1_8	LN_1_1	HN_5_7	DF_1_2	LN_3_3	HN_3_8	DF_5_3	HN_6_2	DF_2_6	DF_3_5	HN_6_6	HN_6_5	DF_1_6	HN_6_1	HN_5_1	LN_3_5	DF_2_2	DF_3_3	HN_1_6	HN_4_3	HN_6_7	LN_6_1	LN_4_1	HN_4_2	HN_2_1	LN_3_2	LN_5_2
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Blattabacteriaceae;uncultured;uncultured Flavobacteriaceae bacterium	OTU_168	11	0	112	0	0	0	7	0	4	78	0	0	22	0	11	0	4	0	97	0	87	0	0	6	149	0	0	3	23	14	0	0	0	0	178	0	239	0	0	89	0	32	0	8	101	0	0	6	0	1	15	0	0	410	48	38	0	39	136	169	0	50	114	36	0	26	140	0	0	0	239	3	0	71	6	0	22	0	12	22	7	211	205	0	43	4	0	12	0	0	0	1	2	9	0	204	0	0	0	53	0	0	69	0	0	63	117	0	32	0	0	40	179	0	0	35	17	0	0	0	0	1	0	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Elizabethkingia;Elizabethkingia sp. F8124	OTU_73	0	1	0	3	0	0	10	0	0	0	0	3	0	0	1	4	0	0	9	0	4	0	1	3	0	2	0	0	4	4	3115	0	0	0	0	0	3	5	0	0	0	2	0	0	0	1	0	0	0	4	0	0	11	0	0	9	238	0	24	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	30	7	0	2	0	0	12	2434	12	1043	11	1	0	3	0	0	0	5	0	20	0	0	439	0	0	144	0	0	0	1	0	0	0	0	0	0	0	953	0	0	0	0	0	0	2	0	13	12	1	0	0	0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;Lentimicrobium;uncultured Bacteroidales bacterium	OTU_137114	63	3	14	9	31	0	63	56	1051	8	143	15	214	139	1353	17	124	0	67	11	12	137	203	43	250	55	16	3	1	850	0	10	1	89	42	14	14	218	225	76	25	511	110	754	5	0	64	31	14	107	7	594	5	203	47	448	108	106	192	567	0	37	35	11	6	2143	206	2	116	62	514	164	9	24	85	262	2	16	60	14	6	334	2882	0	122	174	452	103	57	13	2	4	31	3	11	368	17	52	3	44	11	19	10	1	2	53	1873	19	22	272	204	5	4896	2891	1	164	131	0	6	100	34	48	6	0	0	0
Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter;uncultured bacterium	OTU_2081	0	1	0	0	0	0	0	0	7	0	12	2	2	11	0	0	0	0	3	0	2	15	0	2	4	0	2	1	1	1	0	2	0	29	0	0	0	2	0	0	8	0	0	0	8	0	1	1	19	4	0	29	4	0	4	0	0	3	6	2	0	0	1	0	11	0	0	25	5	12	4	4	9	0	13	8	5	0	0	0	0	2	2	0	7	0	16	5	2	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	0	3	0	0	12	1	3	0	1	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;uncultured bacterium	OTU_358	0	0	0	2	0	0	0	0	0	0	50	10	0	195	0	0	0	0	0	0	0	1185	0	0	0	0	0	2	0	0	0	0	0	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	30	38	0	0	0	0	17	0	1	0	0	0	0	0	0	0	1	0	0	0	0	28	0	23	0	1	0	0	0	51	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	15	0	0	0	102	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum;uncultured bacterium	OTU_62461	1	29	0	10	0	0	1	11	0	2	19	12	2	11	4	0	10	0	6	0	10	9	0	0	0	0	0	7	0	0	0	0	0	14	3	0	3	0	0	0	0	0	1	13	0	0	0	2	0	0	0	0	17	0	0	7	0	0	0	0	0	0	2	2	0	5	0	0	4	2	0	0	0	0	7	0	2	0	0	0	0	14	1	0	0	1	0	0	0	0	3	12	1	0	0	0	0	0	0	0	0	1	6	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	26	0	0	0	4	0	0	0
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum;uncultured Epsilonproteobacteria bacterium	OTU_51	23	166	192	109	16	0	17	48	136	169	43	116	43	52	95	0	31	5	98	0	2500	22	37	9	47	56	18	58	35	20	2	624	2	83	423	41	527	0	4	135	0	16	131	117	71	0	1	48	3	3	6	18	121	68	58	87	0	48	21	110	13	42	67	30	0	144	29	0	14	9	140	27	0	21	206	28	119	67	65	17	2	92	129	0	41	22	43	50	0	6	12	114	43	4	0	51	38	24	136	13	0	14	35	14	0	79	115	5	26	19	26	11	113	18	13	31	20	0	213	16	1	31	40	0	0	0
Bacteria;Chloroflexi;Dehalococcoidia;MSBL5;uncultured bacterium;Other;Other	OTU_136156	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	27	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	2	0	3	0	0	0	27	0	3	0	0	0	0	0	0	14	0	0	13	0	0	0	5	0	7	2	4	1	2	0	10	2	18	10	0	2	0	2	3	7	0	0	0	2	0	0	0	0	0	11	0	0	0	70	0	0	26	16	0	10	0	0	1	1	2	0	3	3	0	0	0	11	0	0	0	0	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;uncultured bacterium;Other;Other	OTU_202	4	1	29	3	39	0	70	0	49	54	11	1	3	0	7	3	0	0	79	8	68	3	802	82	95	6	2	0	15	14	0	21	0	11	41	1	3	2	1	10	29	3	1	34	36	0	9	10	48	34	21	5	4	20	7	44	1	13	5	19	2	128	8	40	35	11	32	95	14	4	18	3	40	7	34	101	108	27	59	19	10	120	14	0	27	18	30	15	56	26	13	6	36	3	6	58	0	3	0	13	1	28	82	0	5	40	7	0	49	190	126	81	9	25	0	36	16	0	5	141	5	2	7	0	0	0
Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Mucispirillum;uncultured Deferribacteres bacterium	OTU_38981	4	19	0	15	4	15	14	4	1	4	18	48	9	19	30	0	9	6	20	0	12	22	0	13	15	0	8	14	0	13	0	4	3	19	3	0	0	8	2	4	5	8	8	24	3	1	7	4	14	3	0	25	7	15	3	13	0	23	1	14	52	0	0	5	8	19	8	33	13	10	13	0	6	43	24	19	0	7	11	1	2	35	12	0	12	15	3	8	40	9	5	0	4	0	6	7	0	10	0	7	0	10	29	4	1	15	5	2	1	4	0	2	3	10	2	8	6	5	28	2	2	4	4	0	0	0
Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;uncultured bacterium;Other;Other	OTU_986	0	5	0	0	0	4	5	2	10	1	6	9	2	2	5	3	0	0	28	0	36	4	3	0	5	0	6	0	1	4	0	2	0	1	4	0	6	9	3	2	10	25	5	17	6	0	12	0	27	5	2	7	3	1	0	10	7	3	17	6	8	2	4	2	5	6	4	10	2	0	5	0	3	6	2	8	4	6	4	0	0	116	8	3	6	1	3	4	13	2	1	0	0	0	6	7	3	3	0	0	0	1	13	0	3	8	8	1	2	0	0	0	4	16	1	4	0	2	3	1	1	6	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobotulus;uncultured proteobacterium	OTU_217	171	4	21	2	134	7	55	13	27	245	1	3	26	5	308	7	0	5	450	4	134	15	157	133	66	31	4	0	1	154	8	32	7	0	298	28	36	73	72	139	197	115	147	295	243	0	26	18	167	0	14	42	3	43	251	413	34	11	243	67	16	15	484	235	189	404	60	68	0	0	142	13	139	63	105	63	6	16	101	46	166	927	209	0	350	14	2	355	454	29	31	0	32	17	44	85	16	18	0	116	10	15	246	0	3	163	173	26	272	62	42	70	331	260	120	64	52	5	20	76	22	14	11	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;uncultured;uncultured bacterium	OTU_91943	0	0	1	0	0	0	8	4	6	33	0	1	0	0	58	0	0	0	11	1	8	21	63	2	14	3	0	0	0	1	0	3	0	0	34	0	0	39	0	3	4	24	3	16	1	0	21	5	4	0	3	11	4	6	2	19	17	0	0	0	0	9	0	0	1	87	0	0	0	0	7	3	8	1	5	2	1	9	14	3	0	32	19	0	6	0	5	14	15	0	0	0	0	0	1	13	2	29	0	6	1	5	1	0	1	2	14	19	3	41	13	2	25	9	0	33	1	1	0	12	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;uncultured;uncultured organism	OTU_133706	2	3	0	0	1	0	4	2	6	7	0	2	0	2	27	0	0	0	15	0	11	0	5	2	9	2	1	0	0	4	0	3	1	1	5	0	3	5	0	2	1	23	2	5	0	0	3	0	2	0	0	7	1	0	1	21	1	0	0	0	0	6	3	2	0	29	7	0	0	0	4	0	9	1	2	6	1	0	1	0	1	23	22	0	0	0	0	11	3	1	0	0	0	0	2	9	0	5	0	5	0	2	18	0	1	3	2	0	3	5	6	3	9	9	0	11	2	2	1	2	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosarcina;uncultured bacterium	OTU_36692	0	0	1	0	4	0	5	1	0	11	0	4	0	0	17	0	0	0	13	0	15	7	8	0	11	0	0	0	0	0	0	0	0	0	15	0	0	8	1	3	0	19	2	6	4	0	2	6	13	0	1	10	0	3	0	24	2	0	1	0	0	5	10	2	0	49	4	0	0	0	10	0	0	2	4	1	3	1	10	2	3	36	18	0	11	0	0	6	6	4	0	0	1	2	3	9	1	7	0	4	0	4	7	0	0	3	4	14	3	7	1	4	14	7	0	4	0	0	1	0	0	4	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosarcina;uncultured delta proteobacterium	OTU_103	28	6	25	5	20	0	35	52	14	64	10	25	5	10	602	2	22	0	177	2	276	20	37	75	165	1	32	2	2	59	0	5	19	15	95	4	6	23	28	32	65	322	1	151	24	2	19	21	16	2	11	33	20	106	19	295	12	9	3	56	0	27	213	23	2	797	91	14	7	4	236	5	25	20	94	42	8	4	48	18	8	591	769	0	65	15	4	132	32	7	8	4	23	0	2	97	3	14	0	61	11	8	270	0	6	74	43	13	26	18	9	18	134	275	0	69	82	35	62	5	13	18	9	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;uncultured delta proteobacterium;Other	OTU_105745	0	4	2	0	5	0	2	3	0	0	3	8	4	0	46	0	1	0	30	0	28	2	3	9	0	0	7	1	0	9	0	1	1	0	7	0	0	0	2	4	3	8	0	9	1	0	0	0	5	0	0	3	0	3	2	32	1	2	0	0	0	2	11	3	0	72	0	5	1	0	8	1	1	6	4	3	1	0	7	3	3	78	42	0	6	6	0	19	3	0	0	0	0	0	0	9	0	0	0	7	0	1	25	0	0	9	3	1	4	2	6	0	7	29	0	7	5	2	9	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;uncultured;uncultured bacterium;Other	OTU_280	0	23	6	8	9	72	15	26	165	31	22	69	75	12	85	1	52	20	18	2	56	38	7	10	27	11	82	16	28	44	0	82	22	28	28	0	27	77	16	10	26	127	159	67	37	4	49	54	41	19	0	99	8	24	6	31	76	14	5	32	67	11	38	12	13	246	41	30	45	13	24	1	12	10	74	36	26	41	62	3	3	52	52	1	6	34	46	6	18	5	7	0	6	0	14	24	12	1	3	10	2	1	30	8	4	2	14	3	40	3	2	12	36	29	23	7	20	14	8	18	5	16	8	0	0	0
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;uncultured;uncultured proteobacterium;Other	OTU_62678	0	4	0	1	1	7	7	5	61	2	2	0	16	1	62	0	3	8	7	0	44	8	1	16	4	0	6	9	4	22	0	41	0	3	2	2	0	8	1	3	7	22	121	46	5	0	18	21	5	1	1	90	2	17	1	25	3	17	9	20	13	0	3	1	4	163	13	5	3	3	12	7	0	15	68	5	6	3	32	2	0	12	41	0	5	22	11	8	12	0	0	0	5	1	7	4	5	5	2	4	1	0	15	1	0	2	27	0	0	8	3	2	20	4	25	2	5	0	3	2	0	0	9	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus sp. DSM 2033	OTU_29492	0	23	6	0	1	0	0	41	15	16	9	43	0	19	3	1	0	8	1	0	10	38	10	6	2	3	0	4	5	0	0	10	2	39	15	5	11	24	0	24	4	123	7	4	0	0	6	0	1	0	0	27	48	7	0	2	20	0	0	10	1	1	0	0	0	5	5	0	8	12	15	0	1	2	6	0	1	2	0	1	0	2	0	0	0	0	6	0	0	4	0	3	0	0	0	8	0	30	0	4	1	6	0	2	4	0	1	2	1	3	0	0	2	5	1	0	9	1	12	0	2	16	0	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;uncultured bacterium	OTU_11934	4	14	0	8	2	16	5	25	78	40	18	34	2	15	41	4	2	56	3	2	46	51	10	17	19	1	36	9	2	7	0	56	14	22	26	49	17	69	8	10	5	202	66	11	10	0	33	5	20	9	5	66	36	5	11	27	112	0	3	17	22	2	3	5	1	47	11	6	4	16	25	2	8	3	21	1	10	31	1	2	2	29	8	5	4	2	8	5	9	9	0	0	10	0	4	15	18	158	1	1	2	55	14	13	18	5	11	1	9	11	10	5	12	23	28	6	19	5	26	0	2	28	6	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;uncultured Desulfobulbus sp.	OTU_66900	0	0	0	0	0	12	2	0	0	0	4	0	0	12	1	1	0	101	0	0	30	32	1	0	2	0	2	0	0	0	2	9	13	2	0	33	2	10	0	0	0	0	60	0	0	0	7	0	2	0	0	78	1	0	0	1	34	1	0	9	21	0	0	0	0	0	2	0	8	0	3	0	0	2	16	0	0	4	0	0	0	1	2	2	0	0	0	2	0	24	0	0	1	0	0	4	6	54	0	1	0	20	1	44	17	0	0	0	0	0	0	0	1	0	98	0	5	12	14	0	1	1	6	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;uncultured;uncultured bacterium	OTU_220	13	25	0	12	7	1	46	9	20	87	29	58	20	5	157	30	1	16	24	21	38	13	70	70	4	33	3	0	0	32	0	9	33	249	44	21	5	30	10	38	27	29	55	49	11	9	3	2	35	6	10	9	101	2	14	74	18	9	54	4	13	4	7	6	23	196	3	3	35	113	27	34	22	22	19	11	2	5	12	2	4	95	99	53	33	4	4	38	26	6	0	4	14	0	8	16	1	49	0	18	9	23	12	5	20	17	11	3	25	48	48	13	11	20	14	44	0	50	16	30	8	1	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured bacterium	OTU_136356	62	238	131	119	133	224	84	153	105	347	265	917	65	241	330	16	99	515	262	39	639	198	239	254	174	52	134	154	24	223	6	131	659	284	147	27	128	387	199	315	241	1208	1424	121	176	51	107	97	271	55	31	409	282	153	173	278	228	144	438	246	803	42	395	135	132	392	169	177	135	89	451	13	150	179	114	163	72	44	87	31	64	1244	345	87	183	42	66	269	274	56	10	5	97	10	67	256	121	183	0	62	22	152	230	90	577	129	78	28	193	107	39	36	597	620	180	180	149	2215	178	96	19	224	37	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured delta proteobacterium	OTU_130539	126	216	152	198	199	222	82	300	398	279	361	584	255	211	1067	33	1116	176	576	72	1221	391	133	221	590	72	554	259	109	289	0	626	109	339	302	193	202	1811	721	299	302	1765	599	243	511	36	262	121	179	208	106	348	139	360	286	374	1188	275	811	362	534	98	784	360	109	730	627	103	179	208	922	21	156	169	282	206	124	104	86	50	46	2737	990	68	240	53	191	230	241	160	27	5	113	73	95	919	240	223	48	152	27	235	299	45	298	293	185	46	319	148	59	73	1073	1221	50	137	228	507	186	75	47	382	24	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured Desulfovibrio sp.	OTU_7090	5	20	5	16	7	14	11	16	55	14	6	29	20	40	121	5	18	177	11	4	76	90	11	15	13	0	17	26	3	8	6	23	53	4	46	26	32	29	36	24	8	110	28	84	9	3	10	18	8	7	5	161	27	21	0	26	31	17	17	27	121	10	6	1	19	110	18	17	8	8	16	0	3	31	67	13	2	5	30	0	5	65	16	1	7	12	12	16	41	42	0	0	7	0	3	19	3	60	0	6	2	38	36	60	120	22	10	2	5	26	6	9	22	79	62	24	24	78	27	0	0	55	11	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured Desulfovibrionaceae bacterium	OTU_92441	57	301	188	342	161	352	200	216	179	327	542	830	176	347	1106	54	300	239	358	37	1174	437	115	235	514	152	687	768	62	174	5	231	2054	924	328	343	161	581	235	297	201	878	476	535	290	370	152	181	181	168	88	441	394	381	169	380	281	371	352	422	697	116	613	184	206	861	462	231	367	637	580	41	205	204	667	161	207	65	371	37	34	1257	925	40	181	113	252	185	407	85	70	12	108	25	69	546	117	142	82	143	31	113	376	74	5229	273	127	22	290	72	51	114	419	371	171	199	300	2966	476	40	68	140	60	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured Firmicutes bacterium	OTU_37866	0	8	0	3	3	40	3	4	6	2	12	22	8	6	16	0	11	4	12	0	1	4	7	3	3	0	0	2	0	8	0	2	1	4	6	0	10	14	2	7	4	3	12	5	1	0	0	7	7	0	3	15	3	5	4	7	3	4	3	14	28	0	1	0	2	17	6	3	3	5	9	0	0	7	6	2	1	0	3	0	0	49	11	0	9	4	6	5	5	0	0	0	0	0	2	6	2	5	0	7	0	2	12	4	13	2	1	1	4	5	2	3	13	26	3	2	5	4	5	3	0	13	2	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;uncultured proteobacterium	OTU_173	38	42	95	49	56	69	64	69	77	106	56	191	145	29	736	21	129	61	419	30	277	150	28	138	122	4	167	84	8	86	1	57	57	31	111	26	66	86	329	139	140	247	246	187	58	20	35	61	117	11	91	267	42	139	100	230	64	93	233	131	127	62	245	57	91	405	120	153	21	21	219	8	36	180	242	106	39	24	53	38	19	1122	283	20	111	33	46	98	88	42	10	3	69	1	32	111	28	39	7	84	14	46	327	25	157	232	128	27	89	25	14	48	662	740	41	136	112	93	89	21	21	79	21	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;uncultured;uncultured bacterium	OTU_107839	4	7	0	4	1	2	24	19	13	9	1	10	10	4	25	5	15	13	45	9	79	13	5	16	40	0	20	5	13	10	0	16	0	11	18	5	11	17	12	7	15	53	26	2	14	0	14	9	25	1	0	31	9	42	22	20	10	28	31	29	7	4	31	17	22	17	23	16	3	12	64	3	16	35	29	11	16	5	8	5	1	194	30	1	7	3	6	26	31	2	9	0	15	0	16	44	3	1	0	25	0	1	83	13	4	19	30	5	19	5	6	13	28	39	80	33	38	4	9	10	4	12	3	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;uncultured;uncultured delta proteobacterium	OTU_166	35	21	34	80	14	32	83	406	205	63	68	53	116	29	40	18	31	54	137	18	303	111	4	84	225	4	361	272	37	23	8	93	20	27	71	7	145	497	48	61	247	1043	204	64	125	10	50	17	111	145	21	275	58	317	67	100	738	73	137	147	42	69	70	26	162	28	200	229	33	16	540	10	315	151	309	124	33	42	0	19	30	466	93	6	137	17	263	82	328	6	4	0	42	28	46	248	58	23	13	90	5	20	458	38	16	94	71	19	55	2	0	53	52	75	28	76	83	18	33	6	5	17	11	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;uncultured;uncultured Desulfovibrionaceae bacterium	OTU_301	0	2	0	8	1	12	5	5	8	0	10	28	11	0	22	0	6	2	1	0	13	11	0	9	6	2	3	20	0	2	0	6	2	21	2	0	4	17	0	9	2	13	11	12	3	0	5	4	9	0	2	23	8	0	6	8	13	7	9	4	14	1	3	3	5	9	6	16	4	4	3	0	6	17	4	3	3	19	1	0	0	45	2	0	0	2	5	11	9	1	0	0	2	0	5	4	0	8	0	2	0	1	26	1	5	5	2	5	1	3	0	0	0	12	2	0	7	2	0	4	0	2	2	0	0	0
Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;uncultured rumen bacterium;Other;Other	OTU_478	16	0	219	0	0	0	3	0	2	53	0	2	0	0	7	0	0	0	1	0	12	0	14	4	57	0	0	0	0	20	0	3	2	0	125	2	8	0	0	12	35	6	5	11	0	0	0	7	150	0	13	0	1	87	5	75	0	20	2	3	0	32	2	0	25	19	18	26	2	0	43	1	106	0	6	9	0	0	7	3	0	73	14	0	113	0	0	11	119	0	0	0	3	0	58	22	2	0	0	0	1	5	14	0	19	5	14	8	1	0	2	0	13	10	0	15	8	1	4	4	1	0	0	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;Elusimicrobium minutum Pei191	OTU_154	44	0	1	0	28	0	32	4	3	8	16	4	10	24	22	0	0	0	39	0	34	3	16	40	52	2	8	0	1	22	7	0	1	30	5	0	0	0	1	15	42	21	21	32	53	0	0	0	21	5	0	6	0	40	15	343	0	28	3	7	0	11	22	19	38	25	61	10	13	1	49	5	85	35	30	44	14	1	4	31	4	64	10	0	152	9	3	39	67	2	15	0	12	10	6	101	0	22	6	13	0	11	172	2	0	199	3	0	45	3	0	38	10	64	57	22	8	1	5	4	9	0	1	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;uncultured bacterium	OTU_189	9	1	9	14	45	0	45	0	22	22	28	2	14	24	12	0	1	0	4	0	26	4	16	14	5	5	2	0	0	22	0	0	70	7	8	0	6	0	0	3	5	15	11	14	16	1	0	4	8	0	0	3	4	30	7	32	0	14	2	3	2	9	44	7	16	6	82	0	7	7	5	2	26	6	14	21	2	0	2	7	2	30	78	0	17	0	7	8	28	4	16	0	16	2	0	83	0	16	3	6	5	2	20	0	27	20	53	0	21	19	14	1	29	11	4	21	8	47	9	10	4	0	0	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;uncultured rumen bacterium	OTU_26403	0	6	0	0	10	0	19	0	1	11	98	9	11	67	5	1	3	0	3	0	10	17	8	5	7	0	4	2	0	12	0	0	131	26	6	0	0	0	0	12	6	3	11	18	4	0	0	1	6	0	0	4	2	12	7	45	0	0	0	4	0	32	6	4	0	14	14	2	41	24	12	0	39	4	10	17	1	0	0	3	1	31	22	0	12	1	3	9	5	19	2	0	11	0	5	15	0	14	0	5	0	13	25	0	41	13	1	1	0	12	16	5	3	3	3	12	0	44	2	3	0	0	0	0	0	0
Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae;Elusimicrobium;uncultured Termite group 1 bacterium	OTU_52	4	0	0	3	18	0	19	15	10	5	8	0	23	9	26	0	0	0	16	2	25	19	212	151	410	0	5	1	3	21	0	0	272	71	1	0	0	0	1	9	25	9	23	32	211	16	0	7	36	6	0	42	0	3	14	44	0	5	0	11	4	7	14	20	9	24	33	14	19	113	14	0	50	1	12	135	34	0	6	4	55	24	13	0	21	4	12	32	84	0	8	0	19	31	20	191	0	0	0	0	2	2	62	0	218	6	3	0	54	3	1	3	114	134	0	45	1	238	0	137	5	1	0	0	0	0
Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;uncultured bacterium	OTU_100	16	0	32	0	61	1	38	5	8	21	0	4	33	0	69	0	5	1	95	5	21	4	61	67	11	22	10	1	3	41	1	2	7	1	72	0	1	6	3	15	82	44	75	50	120	0	1	12	242	0	9	2	0	25	73	381	5	9	11	10	8	22	98	74	113	40	41	202	2	0	21	0	97	23	18	150	2	1	14	22	21	205	23	5	124	15	1	197	366	44	20	0	37	6	88	80	6	14	2	29	1	20	129	0	20	64	14	4	109	37	22	33	21	21	1	95	16	4	6	33	11	6	2	0	0	0
Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;uncultured Elusimicrobia bacterium	OTU_81126	0	0	2	0	3	3	6	0	1	5	0	0	0	0	240	0	2	0	22	0	1	0	72	5	9	7	0	0	0	29	0	2	1	0	7	1	0	4	0	4	2	8	4	260	10	0	1	31	9	1	8	2	0	1	2	45	6	0	1	0	0	30	9	8	11	142	6	5	0	0	8	4	2	3	1	1	0	0	39	2	2	51	13	0	0	21	0	7	17	91	3	0	1	3	0	9	3	64	1	14	0	46	22	0	0	9	14	11	5	70	15	18	1	6	0	6	3	0	1	42	0	0	2	0	0	0
Bacteria;Elusimicrobiota;Endomicrobia;Endomicrobiales;Endomicrobiaceae;Endomicrobium;uncultured Endomicrobia bacterium	OTU_35507	1	0	13	0	8	0	2	0	8	24	5	2	1	6	61	1	2	0	2	3	8	0	151	17	17	14	3	2	3	19	0	4	8	3	80	2	6	10	6	29	15	16	41	49	15	5	18	11	55	1	5	2	1	2	5	37	3	2	1	2	11	37	27	19	29	39	15	64	0	4	4	2	61	5	1	21	8	14	16	0	6	36	17	0	15	5	2	15	50	22	2	3	6	0	14	5	0	44	4	6	6	37	18	0	12	10	12	12	15	87	19	3	9	10	0	7	0	25	0	79	18	2	2	0	0	0
